ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,Column3,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,OrderDate,DueDate,ShipDate,Customerfullname,UnitPrice2,Product Subcategory,Product Name,Date,   Year,   Monthno,  Monthfullname,   Quarter,  Year-Month,  Weekdayno,weekdaysname,Financial Month,Financial Quarter,Sale Amount,Production cost ,Profit,Gender,Org Product Name,Territory Region,Territory Country
528,20140111,20140123,20140118,11849,1,100,4,4,SO74580,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41650,41662,41657,Faith Reed,4.99,Tires and Tubes,Mountain Tire Tube,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Southwest,United States
537,20140111,20140123,20140118,11849,1,100,4,4,SO74580,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,41650,41662,41657,Faith Reed,35,Tires and Tubes,HL Mountain Tire,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,35,13.09,21.91,F,Accessories,Southwest,United States
486,20140111,20140123,20140118,11849,1,100,4,4,SO74580,3,1,1,159,159,0,0,59.466,59.466,159,12.72,3.975,41650,41662,41657,Faith Reed,159,Bike Stands,All-Purpose Bike Stand,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,159,59.466,99.534,F,Accessories,Southwest,United States
528,20140111,20140123,20140118,11172,1,100,1,1,SO74581,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41650,41662,41657,Gabrielle Adams,4.99,Tires and Tubes,Mountain Tire Tube,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Northwest,United States
537,20140111,20140123,20140118,11172,1,100,1,1,SO74581,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,41650,41662,41657,Gabrielle Adams,35,Tires and Tubes,HL Mountain Tire,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,35,13.09,21.91,F,Accessories,Northwest,United States
478,20140111,20140123,20140118,11172,1,100,1,1,SO74581,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,41650,41662,41657,Gabrielle Adams,9.99,Bottles and Cages,Mountain Bottle Cage,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,9.99,3.7363,6.2537,F,Accessories,Northwest,United States
477,20140111,20140123,20140118,11172,1,100,1,1,SO74581,4,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41650,41662,41657,Gabrielle Adams,4.99,Bottles and Cages,Water Bottle - 30 oz.,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Northwest,United States
217,20140111,20140123,20140118,11172,1,100,1,1,SO74581,5,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41650,41662,41657,Gabrielle Adams,34.99,Helmets,"Sport-100 Helmet, Black",01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Northwest,United States
537,20140111,20140123,20140118,11844,1,100,4,4,SO74582,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,41650,41662,41657,Michele Alvarez,35,Tires and Tubes,HL Mountain Tire,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,35,13.09,21.91,F,Accessories,Southwest,United States
528,20140111,20140123,20140118,11844,1,100,4,4,SO74582,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41650,41662,41657,Michele Alvarez,4.99,Tires and Tubes,Mountain Tire Tube,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Southwest,United States
222,20140111,20140123,20140118,11844,1,100,4,4,SO74582,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41650,41662,41657,Michele Alvarez,34.99,Helmets,"Sport-100 Helmet, Blue",01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Southwest,United States
225,20140111,20140123,20140118,12542,1,100,7,7,SO74583,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,41650,41662,41657,Preston Patel,8.99,Caps,AWC Logo Cap,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,8.99,6.9223,2.0677,M,Clothing,France,France
225,20140111,20140123,20140118,12375,1,100,7,7,SO74584,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,41650,41662,41657,Jarrod Raman,8.99,Caps,AWC Logo Cap,01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,8.99,6.9223,2.0677,M,Clothing,France,France
222,20140111,20140123,20140118,12375,1,100,7,7,SO74584,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41650,41662,41657,Jarrod Raman,34.99,Helmets,"Sport-100 Helmet, Blue",01/11/2014,2014,1,January,Q1,2014-Jan,6,Saturday,10,Q4,34.99,13.0863,21.9037,M,Accessories,France,France
536,20140110,20140122,20140117,16698,1,100,9,9,SO74533,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,41649,41661,41656,Mallory Gill,29.99,Tires and Tubes,ML Mountain Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,29.99,11.2163,18.7737,F,Accessories,Australia,Australia
480,20140110,20140122,20140117,16698,1,100,9,9,SO74533,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,41649,41661,41656,Mallory Gill,2.29,Tires and Tubes,Patch Kit/8 Patches,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,2.29,0.8565,1.4335,F,Accessories,Australia,Australia
485,20140110,20140122,20140117,18711,1,100,9,9,SO74534,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,41649,41661,41656,Emma Diaz,21.98,Fenders,Fender Set - Mountain,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,21.98,8.2205,13.7595,F,Accessories,Australia,Australia
489,20140110,20140122,20140117,18711,1,100,9,9,SO74534,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,41649,41661,41656,Emma Diaz,53.99,Jerseys,"Short-Sleeve Classic Jersey, M",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,53.99,41.5723,12.4177,F,Clothing,Australia,Australia
475,20140110,20140122,20140117,27349,1,100,9,9,SO74535,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,41649,41661,41656,Sheila Diaz,69.99,Shorts,"Women's Mountain Shorts, M",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,69.99,26.1763,43.8137,F,Clothing,Australia,Australia
490,20140110,20140122,20140117,27349,1,100,9,9,SO74535,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,41649,41661,41656,Sheila Diaz,53.99,Jerseys,"Short-Sleeve Classic Jersey, L",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,53.99,41.5723,12.4177,F,Clothing,Australia,Australia
480,20140110,20140122,20140117,11500,1,100,6,6,SO74536,1,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,41649,41661,41656,Sarah Simmons,2.29,Tires and Tubes,Patch Kit/8 Patches,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,2.29,0.8565,1.4335,F,Accessories,Canada,Canada
483,20140110,20140122,20140117,13014,1,100,1,1,SO74537,1,1,1,120,120,0,0,44.88,44.88,120,9.6,3,41649,41661,41656,James Clark,120,Bike Racks,Hitch Rack - 4-Bike,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,120,44.88,75.12,M,Accessories,Northwest,United States
529,20140110,20140122,20140117,11065,1,100,4,4,SO74538,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41649,41661,41656,Jessica Henderson,3.99,Tires and Tubes,Road Tire Tube,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Southwest,United States
480,20140110,20140122,20140117,11065,1,100,4,4,SO74538,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,41649,41661,41656,Jessica Henderson,2.29,Tires and Tubes,Patch Kit/8 Patches,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,2.29,0.8565,1.4335,F,Accessories,Southwest,United States
541,20140110,20140122,20140117,27057,1,100,1,1,SO74539,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,41649,41661,41656,Brooke Morris,28.99,Tires and Tubes,Touring Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,28.99,10.8423,18.1477,F,Accessories,Northwest,United States
535,20140110,20140122,20140117,12430,1,100,6,6,SO74540,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,41649,41661,41656,Kaitlyn Thompson,24.99,Tires and Tubes,LL Mountain Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,24.99,9.3463,15.6437,F,Accessories,Canada,Canada
528,20140110,20140122,20140117,12430,1,100,6,6,SO74540,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41649,41661,41656,Kaitlyn Thompson,4.99,Tires and Tubes,Mountain Tire Tube,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Canada,Canada
214,20140110,20140122,20140117,12430,1,100,6,6,SO74540,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41649,41661,41656,Kaitlyn Thompson,34.99,Helmets,"Sport-100 Helmet, Red",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Canada,Canada
540,20140110,20140122,20140117,13708,1,100,6,6,SO74541,1,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,41649,41661,41656,Jennifer Bennett,32.6,Tires and Tubes,HL Road Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,32.6,12.1924,20.4076,F,Accessories,Canada,Canada
529,20140110,20140122,20140117,13708,1,100,6,6,SO74541,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41649,41661,41656,Jennifer Bennett,3.99,Tires and Tubes,Road Tire Tube,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Canada,Canada
535,20140110,20140122,20140117,26197,1,100,1,1,SO74542,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,41649,41661,41656,Marcus Lopez,24.99,Tires and Tubes,LL Mountain Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,24.99,9.3463,15.6437,M,Accessories,Northwest,United States
528,20140110,20140122,20140117,26197,1,100,1,1,SO74542,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41649,41661,41656,Marcus Lopez,4.99,Tires and Tubes,Mountain Tire Tube,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,4.99,1.8663,3.1237,M,Accessories,Northwest,United States
217,20140110,20140122,20140117,26197,1,100,1,1,SO74542,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41649,41661,41656,Marcus Lopez,34.99,Helmets,"Sport-100 Helmet, Black",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,34.99,13.0863,21.9037,M,Accessories,Northwest,United States
477,20140110,20140122,20140117,16815,1,100,4,4,SO74543,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41649,41661,41656,Jacob Brown,4.99,Bottles and Cages,Water Bottle - 30 oz.,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,4.99,1.8663,3.1237,M,Accessories,Southwest,United States
225,20140110,20140122,20140117,13481,1,100,4,4,SO74544,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,41649,41661,41656,Hunter Hernandez,8.99,Caps,AWC Logo Cap,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,8.99,6.9223,2.0677,M,Clothing,Southwest,United States
485,20140110,20140122,20140117,13481,1,100,4,4,SO74544,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,41649,41661,41656,Hunter Hernandez,21.98,Fenders,Fender Set - Mountain,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,21.98,8.2205,13.7595,M,Accessories,Southwest,United States
485,20140110,20140122,20140117,14247,1,100,1,1,SO74545,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,41649,41661,41656,Hunter Allen,21.98,Fenders,Fender Set - Mountain,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,21.98,8.2205,13.7595,M,Accessories,Northwest,United States
222,20140110,20140122,20140117,14247,1,100,1,1,SO74545,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41649,41661,41656,Hunter Allen,34.99,Helmets,"Sport-100 Helmet, Blue",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,34.99,13.0863,21.9037,M,Accessories,Northwest,United States
465,20140110,20140122,20140117,14247,1,100,1,1,SO74545,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,41649,41661,41656,Hunter Allen,24.49,Gloves,"Half-Finger Gloves, M",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,24.49,9.1593,15.3307,M,Clothing,Northwest,United States
535,20140110,20140122,20140117,16462,1,100,8,8,SO74546,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,41649,41661,41656,Marissa Gonzales,24.99,Tires and Tubes,LL Mountain Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,24.99,9.3463,15.6437,F,Accessories,Germany,Germany
465,20140110,20140122,20140117,16462,1,100,8,8,SO74546,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,41649,41661,41656,Marissa Gonzales,24.49,Gloves,"Half-Finger Gloves, M",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,24.49,9.1593,15.3307,F,Clothing,Germany,Germany
538,20140110,20140122,20140117,21080,1,100,7,7,SO74547,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,41649,41661,41656,Ebony Lopez,21.49,Tires and Tubes,LL Road Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,21.49,8.0373,13.4527,F,Accessories,France,France
529,20140110,20140122,20140117,21080,1,100,7,7,SO74547,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41649,41661,41656,Ebony Lopez,3.99,Tires and Tubes,Road Tire Tube,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,3.99,1.4923,2.4977,F,Accessories,France,France
214,20140110,20140122,20140117,21080,1,100,7,7,SO74547,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41649,41661,41656,Ebony Lopez,34.99,Helmets,"Sport-100 Helmet, Red",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,34.99,13.0863,21.9037,F,Accessories,France,France
228,20140110,20140122,20140117,21080,1,100,7,7,SO74547,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,41649,41661,41656,Ebony Lopez,49.99,Jerseys,"Long-Sleeve Logo Jersey, S",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,49.99,38.4923,11.4977,F,Clothing,France,France
537,20140110,20140122,20140117,11533,1,100,5,5,SO74548,1,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,41649,41661,41656,Ebony Gill,35,Tires and Tubes,HL Mountain Tire,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,35,13.09,21.91,F,Accessories,Southeast,United States
485,20140110,20140122,20140117,13281,1,100,4,4,SO74549,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,41649,41661,41656,Brent Li,21.98,Fenders,Fender Set - Mountain,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,21.98,8.2205,13.7595,M,Accessories,Southwest,United States
225,20140110,20140122,20140117,12596,1,100,10,10,SO74550,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,41649,41661,41656,Armando Romero,8.99,Caps,AWC Logo Cap,01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,8.99,6.9223,2.0677,M,Clothing,United Kingdom,United Kingdom
231,20140110,20140122,20140117,11585,1,100,10,10,SO74551,1,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,41649,41661,41656,Kari Perez,49.99,Jerseys,"Long-Sleeve Logo Jersey, M",01/10/2014,2014,1,January,Q1,2014-Jan,5,Friday,10,Q4,49.99,38.4923,11.4977,F,Clothing,United Kingdom,United Kingdom
484,20140109,20140121,20140116,11923,1,100,4,4,SO74503,1,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,41648,41660,41655,Sarah Bryant,7.95,Cleaners,Bike Wash - Dissolver,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,7.95,2.9733,4.9767,F,Accessories,Southwest,United States
536,20140109,20140121,20140116,18719,1,100,9,9,SO74504,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,41648,41660,41655,Alberto Suarez,29.99,Tires and Tubes,ML Mountain Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,29.99,11.2163,18.7737,M,Accessories,Australia,Australia
477,20140109,20140121,20140116,18719,1,100,9,9,SO74504,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41648,41660,41655,Alberto Suarez,4.99,Bottles and Cages,Water Bottle - 30 oz.,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,4.99,1.8663,3.1237,M,Accessories,Australia,Australia
536,20140109,20140121,20140116,18326,1,100,9,9,SO74505,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,41648,41660,41655,Jay Srini,29.99,Tires and Tubes,ML Mountain Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,29.99,11.2163,18.7737,M,Accessories,Australia,Australia
528,20140109,20140121,20140116,18326,1,100,9,9,SO74505,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41648,41660,41655,Jay Srini,4.99,Tires and Tubes,Mountain Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,4.99,1.8663,3.1237,M,Accessories,Australia,Australia
528,20140109,20140121,20140116,18466,1,100,9,9,SO74506,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41648,41660,41655,Joy Gutierrez,4.99,Tires and Tubes,Mountain Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Australia,Australia
536,20140109,20140121,20140116,18466,1,100,9,9,SO74506,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,41648,41660,41655,Joy Gutierrez,29.99,Tires and Tubes,ML Mountain Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,29.99,11.2163,18.7737,F,Accessories,Australia,Australia
481,20140109,20140121,20140116,18466,1,100,9,9,SO74506,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,41648,41660,41655,Joy Gutierrez,8.99,Socks,"Racing Socks, M",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,8.99,3.3623,5.6277,F,Clothing,Australia,Australia
488,20140109,20140121,20140116,17057,1,100,9,9,SO74507,1,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,41648,41660,41655,Tasha Raji,53.99,Jerseys,"Short-Sleeve Classic Jersey, S",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,53.99,41.5723,12.4177,F,Clothing,Australia,Australia
529,20140109,20140121,20140116,11179,1,100,4,4,SO74508,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41648,41660,41655,Molly Rodriguez,3.99,Tires and Tubes,Road Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Southwest,United States
222,20140109,20140121,20140116,11179,1,100,4,4,SO74508,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41648,41660,41655,Molly Rodriguez,34.99,Helmets,"Sport-100 Helmet, Blue",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Southwest,United States
465,20140109,20140121,20140116,11179,1,100,4,4,SO74508,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,41648,41660,41655,Molly Rodriguez,24.49,Gloves,"Half-Finger Gloves, M",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,24.49,9.1593,15.3307,F,Clothing,Southwest,United States
529,20140109,20140121,20140116,14282,1,100,6,6,SO74509,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41648,41660,41655,Brianna Lewis,3.99,Tires and Tubes,Road Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Canada,Canada
539,20140109,20140121,20140116,14282,1,100,6,6,SO74509,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,41648,41660,41655,Brianna Lewis,24.99,Tires and Tubes,ML Road Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,24.99,9.3463,15.6437,F,Accessories,Canada,Canada
539,20140109,20140121,20140116,29215,1,100,1,1,SO74510,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,41648,41660,41655,Abigail Barnes,24.99,Tires and Tubes,ML Road Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,24.99,9.3463,15.6437,F,Accessories,Northwest,United States
529,20140109,20140121,20140116,29215,1,100,1,1,SO74510,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41648,41660,41655,Abigail Barnes,3.99,Tires and Tubes,Road Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Northwest,United States
222,20140109,20140121,20140116,29215,1,100,1,1,SO74510,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41648,41660,41655,Abigail Barnes,34.99,Helmets,"Sport-100 Helmet, Blue",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Northwest,United States
529,20140109,20140121,20140116,11498,1,100,6,6,SO74511,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41648,41660,41655,Arturo Sun,3.99,Tires and Tubes,Road Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,3.99,1.4923,2.4977,M,Accessories,Canada,Canada
541,20140109,20140121,20140116,26597,1,100,1,1,SO74512,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,41648,41660,41655,Madison Lewis,28.99,Tires and Tubes,Touring Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,28.99,10.8423,18.1477,F,Accessories,Northwest,United States
530,20140109,20140121,20140116,26597,1,100,1,1,SO74512,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,41648,41660,41655,Madison Lewis,4.99,Tires and Tubes,Touring Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,4.99,1.8663,3.1237,F,Accessories,Northwest,United States
222,20140109,20140121,20140116,26597,1,100,1,1,SO74512,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41648,41660,41655,Madison Lewis,34.99,Helmets,"Sport-100 Helmet, Blue",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Northwest,United States
529,20140109,20140121,20140116,16772,1,100,6,6,SO74513,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,41648,41660,41655,Morgan Parker,3.99,Tires and Tubes,Road Tire Tube,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,3.99,1.4923,2.4977,F,Accessories,Canada,Canada
540,20140109,20140121,20140116,16772,1,100,6,6,SO74513,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,41648,41660,41655,Morgan Parker,32.6,Tires and Tubes,HL Road Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,32.6,12.1924,20.4076,F,Accessories,Canada,Canada
222,20140109,20140121,20140116,16772,1,100,6,6,SO74513,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,41648,41660,41655,Morgan Parker,34.99,Helmets,"Sport-100 Helmet, Blue",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,34.99,13.0863,21.9037,F,Accessories,Canada,Canada
231,20140109,20140121,20140116,16772,1,100,6,6,SO74513,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,41648,41660,41655,Morgan Parker,49.99,Jerseys,"Long-Sleeve Logo Jersey, M",01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,49.99,38.4923,11.4977,F,Clothing,Canada,Canada
540,20140109,20140121,20140116,14765,1,100,6,6,SO74514,1,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,41648,41660,41655,Kevin Nelson,32.6,Tires and Tubes,HL Road Tire,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,32.6,12.1924,20.4076,M,Accessories,Canada,Canada
480,20140109,20140121,20140116,14765,1,100,6,6,SO74514,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,41648,41660,41655,Kevin Nelson,2.29,Tires and Tubes,Patch Kit/8 Patches,01/09/2014,2014,1,January,Q1,2014-Jan,4,Thursday,10,Q4,2.29,0.8565,1.4335,M,Accessories,Canada,Canada
